Name,Host_Id,Host_Identity_Verified,Host_Name,Neighbourhood_Group,Neighbourhood,Latitude,Longitude,Country,Country_Code,Instant_Bookable,Cancellation_Policy,Room_Type,Construction_Year,Price,Service_Fee,Minimum_Nights,Number_Of_Reviews
"Astoria 1 Bed, 2 Blocks to Train",57667556046,UNCONFIRMED,Jenna,Queens,Astoria,40.76448,-73.92714,United States,US,False,flexible,Entire home/apt,2007,1095,219.0,2.0,0.0
Room in the heart of Williamsburg!,24087965762,UNCONFIRMED,Nathaniel,Brooklyn,Williamsburg,40.7122,-73.9511,United States,US,True,strict,Private room,2020,1152,230.0,1.0,3.0
2 Bedroom in Heart of Williamsburg,46615060289,UNCONFIRMED,Michael,Brooklyn,Williamsburg,40.71452,-73.95486,United States,US,False,strict,Entire home/apt,2004,306,61.0,1.0,1.0
Furnished BR in a 2BR apt Gramercy,57767163752,VERIFIED,Daniel,Manhattan,Gramercy,40.73448,-73.98056,United States,US,False,strict,Private room,2009,139,28.0,30.0,2.0
Chic apartment on Central Park West,55485286475,UNCONFIRMED,Nicholas,Manhattan,Upper West Side,40.79933,-73.95949,United States,US,True,moderate,Entire home/apt,2003,526,105.0,1.0,1.0
Amazing apartment available for a year to rent!,93640998335,VERIFIED,Sarah,Manhattan,Upper West Side,40.78015,-73.97875,United States,US,True,flexible,Entire home/apt,2022,476,95.0,30.0,2.0
Cozy Room in the LOWER EAST SIDE!,23092031777,UNCONFIRMED,Caitlin,Manhattan,Lower East Side,40.71934,-73.98424,United States,US,True,strict,Private room,2018,791,158.0,1.0,2.0
Modern 1 Bdrm Apt in Mid Manhattan,98668641152,VERIFIED,Guillermo,Manhattan,Murray Hill,40.74537,-73.97462,United States,US,False,strict,Entire home/apt,2022,1126,225.0,2.0,0.0
Spacious 1BR,62021073068,UNCONFIRMED,Sean,Brooklyn,Carroll Gardens,40.68189,-73.99695,United States,US,True,flexible,Entire home/apt,2017,341,68.0,1.0,6.0
My Spacious & Comfy Home Away,21597246321,VERIFIED,Shaquana,Brooklyn,Crown Heights,40.67647,-73.94813,United States,US,False,flexible,Entire home/apt,2007,976,195.0,2.0,23.0
Spacious Graham Ave Room Aug 1 -21,57858824076,VERIFIED,Jean,Brooklyn,Williamsburg,40.71576,-73.94468,United States,US,True,strict,Private room,2011,1059,212.0,5.0,0.0
Big Cozy Room 2 Blocks From Trains,88460861325,UNCONFIRMED,Josh,Brooklyn,Sunset Park,40.644,-74.01092,United States,US,True,flexible,Private room,2019,64,13.0,3.0,2.0
Artists' Sunny 1-BR Apt in Astoria,76318341309,UNCONFIRMED,Dusan,Queens,Astoria,40.76778,-73.92201,United States,US,True,flexible,Entire home/apt,2013,1071,214.0,1.0,3.0
Charming Williamsburg 1 Bedroom,8626319573,VERIFIED,William,Brooklyn,Williamsburg,40.70649,-73.94505,United States,US,True,flexible,Entire home/apt,2010,769,154.0,1.0,11.0
Colorful Apartment Upper West Side,44232974193,VERIFIED,Kit,Manhattan,Morningside Heights,40.80419,-73.96268,United States,US,False,moderate,Entire home/apt,2003,733,147.0,1.0,0.0
Entire 1 Bedroom apartment,59402079752,UNCONFIRMED,NYC Hostess,Manhattan,NoHo,40.72579,-73.99341,United States,US,False,strict,Entire home/apt,2020,197,39.0,3.0,14.0
Spacious NOMAD 1 BR for 4,39827186726,VERIFIED,Alexander,Manhattan,Midtown,40.74603,-73.98364,United States,US,False,flexible,Entire home/apt,2003,729,146.0,3.0,1.0
Manhattan Club sleeps 4,46778916163,UNCONFIRMED,Helena,Manhattan,Midtown,40.76441,-73.98058,United States,US,True,moderate,Entire home/apt,2020,73,15.0,7.0,0.0
Room with a View,29917461558,VERIFIED,Nadine,Manhattan,Kips Bay,40.73774,-73.97343,United States,US,False,moderate,Private room,2019,614,123.0,28.0,1.0
Great spot in Lower East Side,89544597945,VERIFIED,EmiLy,Manhattan,Lower East Side,40.71546,-73.9896,United States,US,True,strict,Entire home/apt,2011,498,100.0,4.0,3.0
"French charm at Château Village, Greenwich Village",93972108229,UNCONFIRMED,John,Manhattan,Greenwich Village,40.7292,-74.00209,United States,US,True,moderate,Private room,2007,1039,208.0,3.0,62.0
Hip & Trendy Williamsburg 2 BR 2BA Apartment,89455595103,VERIFIED,Louis,Brooklyn,Williamsburg,40.71303,-73.9558,United States,US,True,flexible,Entire home/apt,2004,160,32.0,2.0,28.0
Master Bedroom in Luxury Apartment,69860163419,UNCONFIRMED,Andrew,Brooklyn,Williamsburg,40.71376,-73.95293,United States,US,True,strict,Private room,2003,772,154.0,3.0,2.0
Sunny apartment overlooking park,80301867988,UNCONFIRMED,Samantha,Brooklyn,Crown Heights,40.67358,-73.94351,United States,US,True,flexible,Entire home/apt,2019,712,142.0,1.0,7.0
Cozy room in 1bedroom apt,59847681375,VERIFIED,Israel,Queens,Astoria,40.7722,-73.93105,United States,US,False,strict,Private room,2004,459,92.0,1.0,0.0
Luxury Modern Brownstone Full Apt,69966433183,VERIFIED,Elwanda,Brooklyn,Bedford-Stuyvesant,40.6846,-73.94478,United States,US,False,flexible,Entire home/apt,2010,114,23.0,3.0,130.0
Private room in Nolita / SOHO,23740247324,VERIFIED,David,Manhattan,Nolita,40.72411,-73.99563,United States,US,False,strict,Private room,2016,927,185.0,2.0,1.0
Studio in Lincoln Sq - Columbus Cir,35929827815,UNCONFIRMED,Sholeh,Manhattan,Upper West Side,40.77088,-73.98061,United States,US,True,flexible,Entire home/apt,2021,575,115.0,2.0,2.0
East Village Two Bedroom,94372716440,VERIFIED,Matt,Manhattan,East Village,40.72228,-73.9838,United States,US,False,moderate,Entire home/apt,2004,431,86.0,3.0,21.0
"Affordable, quiet, brownstone home",61802558130,UNCONFIRMED,Luke,Brooklyn,Bedford-Stuyvesant,40.68148,-73.93145,United States,US,True,strict,Private room,2013,886,177.0,1.0,0.0
Huge Lower East Side 2 Bedroom,80066339046,UNCONFIRMED,Pippa,Manhattan,Lower East Side,40.71864,-73.98346,United States,US,False,strict,Entire home/apt,2005,339,68.0,7.0,1.0
Sunny Greenpoint 1 Bedroom with vintage feel,84948075155,VERIFIED,Nick,Brooklyn,Greenpoint,40.72927,-73.95707,United States,US,False,moderate,Entire home/apt,2003,75,15.0,3.0,6.0
East Village Penthouse With Rooftop,40986076278,VERIFIED,Will,Manhattan,East Village,40.72163,-73.97888,United States,US,True,moderate,Private room,2013,104,21.0,1.0,0.0
Bright and beautiful 1 bedroom Apt.,58973887242,VERIFIED,Rosalia,Manhattan,Upper West Side,40.7777,-73.98796,United States,US,False,flexible,Entire home/apt,2017,419,84.0,1.0,1.0
Comfy room in Gramercy Park,36783374761,UNCONFIRMED,Max,Manhattan,Gramercy,40.73579,-73.98175,United States,US,True,flexible,Private room,2019,942,188.0,1.0,0.0
Long Island City- Furnished Studio,54464742019,VERIFIED,Jess,Queens,Long Island City,40.75226,-73.94089,United States,US,False,flexible,Entire home/apt,2003,361,72.0,1.0,9.0
Sunny family-friendly 2br & parking,223563901,UNCONFIRMED,Michal,Brooklyn,Gowanus,40.66892,-73.99136,United States,US,True,flexible,Entire home/apt,2011,80,16.0,3.0,178.0
"City retrieve1 -large bedroom, comfortable / quite",44012366367,VERIFIED,Jana,Manhattan,Harlem,40.82622,-73.9498,United States,US,True,moderate,Private room,2013,1026,205.0,31.0,1.0
"City retrieve2-comfort, quite, sunny room and desk",42362335113,UNCONFIRMED,Jana,Manhattan,Harlem,40.82605,-73.94783,United States,US,True,flexible,Private room,2021,1093,219.0,31.0,3.0
BLUE SKIES AND GREEN TREES IN NYC.,22884648728,UNCONFIRMED,Jean,Brooklyn,Flatbush,40.64213,-73.95298,United States,US,False,moderate,Private room,2011,693,139.0,1.0,22.0
Large private room in W. Heights,82847298746,VERIFIED,Emmanuel,Manhattan,Washington Heights,40.83523,-73.9398,United States,US,False,moderate,Private room,2016,1063,213.0,1.0,2.0
2 twins bed Private room  in Brooklyn,78963128591,UNCONFIRMED,Tanya,Brooklyn,Flatbush,40.64167,-73.95465,United States,US,True,flexible,Private room,2014,773,155.0,3.0,4.0
Apt.-private entrance -Townhouse- 10mins. to JFK,1214867891,UNCONFIRMED,Carl,Queens,Springfield Gardens,40.67205,-73.75343,United States,US,True,strict,Private room,2017,382,76.0,1.0,1.0
Room Epic View Near Freedom Tower,80218040256,UNCONFIRMED,Crystal,Manhattan,Tribeca,40.71928,-74.01125,United States,US,False,strict,Private room,2009,953,191.0,1.0,15.0
Parkside Brooklyn Artist Apartment!,53655636754,UNCONFIRMED,Stefanie,Brooklyn,Prospect-Lefferts Gardens,40.65628,-73.96014,United States,US,False,moderate,Private room,2004,1028,206.0,5.0,3.0
Steps Away From Grand Central,70160956375,UNCONFIRMED,Tricia,Manhattan,Murray Hill,40.74981,-73.9786,United States,US,True,flexible,Entire home/apt,2021,1175,235.0,5.0,1.0
Refreshing Bushwick Enclave,68883686484,UNCONFIRMED,Allon,Brooklyn,Bushwick,40.69496,-73.93088,United States,US,True,moderate,Private room,2016,275,55.0,3.0,4.0
Patricia's Place near Williamsburg,76993773187,VERIFIED,Patricia,Brooklyn,Bushwick,40.69644,-73.92707,United States,US,False,flexible,Entire home/apt,2006,205,41.0,2.0,106.0
Comfy Modern Bklyn 1BR + Guest BR,55071625582,VERIFIED,Su,Brooklyn,Bedford-Stuyvesant,40.67988,-73.92831,United States,US,True,flexible,Entire home/apt,2019,958,192.0,2.0,6.0
Bushwick Room,56521576500,VERIFIED,David,Brooklyn,Bushwick,40.70647,-73.92093,United States,US,False,moderate,Private room,2012,353,71.0,20.0,0.0
1 BR Apartment Upper West Side,80041369190,UNCONFIRMED,Joanna,Manhattan,Upper West Side,40.79555,-73.96578,United States,US,False,moderate,Entire home/apt,2013,543,109.0,3.0,0.0
Beautiful bedroom in Ditmas Park!!!,74018074775,UNCONFIRMED,J And Lana,Brooklyn,Flatbush,40.63198,-73.95988,United States,US,True,moderate,Private room,2010,1199,240.0,2.0,59.0
Charming UES PreWar 24/7 Doorman 2 bed/2 bath apt,84288018018,VERIFIED,Meredith,Manhattan,Upper East Side,40.78271,-73.95288,United States,US,True,flexible,Entire home/apt,2009,78,16.0,2.0,30.0
2BR + Roof Top-20min from Manhattan,97676891831,VERIFIED,Maud,Brooklyn,Park Slope,40.66835,-73.97981,United States,US,False,moderate,Entire home/apt,2006,787,157.0,5.0,2.0
"Sunny, cozy, and convenient room in Harlem",60101545134,VERIFIED,Jen,Manhattan,Harlem,40.80649,-73.95565,United States,US,True,moderate,Private room,2011,751,150.0,4.0,16.0
Spacious Studio Room with Beautiful view NYC,61819463983,VERIFIED,Lance,Queens,Flushing,40.76735,-73.81801,United States,US,False,strict,Private room,2006,893,179.0,1.0,28.0
One room in artsy Williamsburg,47938214057,VERIFIED,Abby,Brooklyn,Williamsburg,40.71723,-73.96285,United States,US,True,moderate,Private room,2021,750,150.0,1.0,0.0
Cozy apt. near the subway in uptown Manhattan,82495141440,UNCONFIRMED,Mariza,Manhattan,Washington Heights,40.85619,-73.93117,United States,US,False,strict,Private room,2020,1069,214.0,1.0,2.0
stylish apartment w/ backyard,71688120093,VERIFIED,Rachael,Brooklyn,Greenpoint,40.73059,-73.95651,United States,US,False,moderate,Entire home/apt,2019,891,178.0,1.0,3.0
Calm & Quiet in Clinton Hill,90979808451,VERIFIED,Margo,Brooklyn,Clinton Hill,40.68128,-73.96286,United States,US,True,strict,Entire home/apt,2020,257,51.0,3.0,5.0
RARE! Vintage 2 Bed Artist's Flat,15327143694,UNCONFIRMED,Kestrel,Brooklyn,Bedford-Stuyvesant,40.68686,-73.94973,United States,US,True,flexible,Entire home/apt,2016,586,117.0,1.0,1.0
Big sunny 1BR in Ditmas Park with kitten!,13065560590,UNCONFIRMED,Jordan,Brooklyn,Flatbush,40.63767,-73.95637,United States,US,False,flexible,Entire home/apt,2011,1010,202.0,21.0,0.0
Lg Prospect Hts Room at Brooklyn&Breakfast,26263614099,VERIFIED,Brooklyn&   Breakfast    -Len-,Brooklyn,Prospect Heights,40.67883,-73.97051,United States,US,True,flexible,Private room,2003,786,157.0,1.0,258.0
Beautiful Home for seasonal rental,63921301499,VERIFIED,Emmanuelle,Brooklyn,East Flatbush,40.64563,-73.9419,United States,US,False,flexible,Entire home/apt,2010,366,73.0,2.0,36.0
Private room in WILLIAMSBURG LOFT,67721651348,VERIFIED,Hilary,Brooklyn,Williamsburg,40.7138,-73.96798,United States,US,False,moderate,Private room,2012,674,135.0,1.0,12.0
Private Room in Shared Apartment,38823438592,VERIFIED,Jason,Manhattan,Kips Bay,40.74085,-73.98153,United States,US,False,flexible,Private room,2020,133,27.0,1.0,1.0
Brooklyn's finest by Prospect Park,7833092157,UNCONFIRMED,Casey,Brooklyn,Prospect-Lefferts Gardens,40.6608,-73.95888,United States,US,False,strict,Entire home/apt,2014,287,57.0,3.0,65.0
Minimal Central Chelsea Studio,80508075829,UNCONFIRMED,Arty,Manhattan,West Village,40.73778,-73.99941,United States,US,False,strict,Entire home/apt,2022,899,180.0,5.0,17.0
Unique Artists' Studio in Manhattan,54870642427,UNCONFIRMED,Gabe,Manhattan,Chinatown,40.71624,-73.99015,United States,US,True,flexible,Entire home/apt,2016,735,147.0,3.0,30.0
Large 1 Bdrm for 5; close to Roberta's / Morgan L,55408555802,VERIFIED,Peter,Brooklyn,Bushwick,40.70222,-73.93294,United States,US,False,strict,Entire home/apt,2015,913,183.0,3.0,109.0
Large One Bedroom with Backyard,19072266961,UNCONFIRMED,Carver,Brooklyn,Bedford-Stuyvesant,40.68482,-73.95666,United States,US,True,flexible,Entire home/apt,2012,842,168.0,2.0,6.0
Luxury Upper East Side Apartment,13060432778,VERIFIED,Bo,Manhattan,Upper East Side,40.76205,-73.96382,United States,US,True,moderate,Entire home/apt,2008,251,50.0,2.0,145.0
NEW Modern Brooklyn 1BR Apt!,88566808324,UNCONFIRMED,James,Brooklyn,Bedford-Stuyvesant,40.68678,-73.9513,United States,US,True,flexible,Entire home/apt,2022,716,143.0,1.0,6.0
One bedroom apartment,42342223452,VERIFIED,Biruta,Brooklyn,Bay Ridge,40.63014,-74.027,United States,US,True,strict,Entire home/apt,2019,176,35.0,7.0,10.0
Cozy Sublet in Brooklyn,24012324433,UNCONFIRMED,Paul,Brooklyn,Bedford-Stuyvesant,40.68618,-73.93273,United States,US,True,moderate,Private room,2011,310,62.0,3.0,7.0
East Williamsburg /Bushwick Room,38342338685,UNCONFIRMED,Thuy,Brooklyn,Williamsburg,40.70608,-73.9433,United States,US,True,strict,Private room,2007,587,117.0,2.0,0.0
Large private bed/bath by Times Sq,12169013006,VERIFIED,Ishan,Manhattan,Hell's Kitchen,40.75538,-73.99751,United States,US,True,strict,Private room,2015,420,84.0,2.0,0.0
Experience Brooklyn,66585569690,VERIFIED,Juan,Brooklyn,Williamsburg,40.70275,-73.93445,United States,US,True,flexible,Entire home/apt,2011,361,72.0,1.0,191.0
Large Private Room in Greenpoint/ Williamsburg,62018913618,UNCONFIRMED,Aude,Brooklyn,Greenpoint,40.72435,-73.95154,United States,US,True,strict,Private room,2008,103,21.0,1.0,119.0
Extraordinary One Bedroom Apartment,62830596535,UNCONFIRMED,Lisa,Brooklyn,Crown Heights,40.66514,-73.95688,United States,US,False,flexible,Entire home/apt,2017,818,164.0,3.0,56.0
Townhouse Bonus Room w/Private Bath,13672206533,UNCONFIRMED,Kimberly,Brooklyn,Prospect Heights,40.68024,-73.96658,United States,US,True,moderate,Private room,2007,612,122.0,1.0,213.0
Brooklyn Brownstone In Historic Bed Stuy - LEGAL,29224249641,UNCONFIRMED,Natasha,Brooklyn,Bedford-Stuyvesant,40.68906,-73.93751,United States,US,False,flexible,Entire home/apt,2014,530,106.0,2.0,149.0
LAKOU LAKAY- A HOME AWAY FROM HOME,21069931536,UNCONFIRMED,Guerline,Brooklyn,Flatbush,40.63968,-73.95215,United States,US,False,moderate,Entire home/apt,2009,99,20.0,3.0,105.0
1 BR in a shared flat East Village,37189239550,VERIFIED,Pierre,Manhattan,Gramercy,40.73366,-73.98313,United States,US,False,flexible,Private room,2017,518,104.0,1.0,4.0
Entire apartment in Williamsburg,67507935523,VERIFIED,Alexandra,Brooklyn,Williamsburg,40.70732,-73.95259,United States,US,False,moderate,Entire home/apt,2018,238,48.0,3.0,4.0
Room in Nolita with great Rooftop,74351371031,UNCONFIRMED,Sandro,Manhattan,Nolita,40.72261,-73.99333,United States,US,True,flexible,Private room,2019,1112,222.0,12.0,0.0
"Centrally Located, Spacious, and Quiet!",8390268372,UNCONFIRMED,Mark,Manhattan,Gramercy,40.73768,-73.98727,United States,US,True,strict,Entire home/apt,2005,455,91.0,3.0,0.0
Williamsburg Walk Up,55940083403,VERIFIED,Ben,Brooklyn,Williamsburg,40.7128,-73.94175,United States,US,False,moderate,Entire home/apt,2015,82,16.0,1.0,0.0
Brooklyn corner loft! Great views+elevator✌️,1543121914,UNCONFIRMED,Shawn,Brooklyn,Williamsburg,40.70414,-73.93408,United States,US,True,flexible,Entire home/apt,2022,164,33.0,6.0,34.0
"Large, sunny apartment with rooftop",34164313719,VERIFIED,Hannah And Michael,Brooklyn,Williamsburg,40.71332,-73.95291,United States,US,True,strict,Entire home/apt,2018,915,183.0,3.0,1.0
"The large, sunny  two people room. 20 min to city!",34193763540,VERIFIED,Barbara & Andrzej,Queens,Sunnyside,40.74824,-73.91361,United States,US,False,strict,Private room,2019,125,25.0,4.0,42.0
Light-filled urban cabin,42842439346,UNCONFIRMED,Sean,Brooklyn,Bedford-Stuyvesant,40.68141,-73.95841,United States,US,False,flexible,Entire home/apt,2019,332,66.0,7.0,9.0
Beautiful Room in Central Brooklyn House,90959004219,VERIFIED,Ben,Brooklyn,Park Slope,40.68049,-73.97662,United States,US,False,strict,Private room,2008,870,174.0,8.0,7.0
Quiet bright clean and convenient in 2 Bdroom apt.,49147575411,VERIFIED,Ramiro,Brooklyn,Williamsburg,40.70891,-73.94161,United States,US,True,moderate,Private room,2003,163,33.0,3.0,8.0
"Zen Oasis: Quiet, Comfortable Bushwick Room",43346459073,UNCONFIRMED,Eric,Brooklyn,Bushwick,40.70414,-73.92888,United States,US,True,strict,Private room,2014,765,153.0,2.0,24.0
2 Bedroom in Gramercy,86999906710,UNCONFIRMED,Christina,Manhattan,Gramercy,40.73764,-73.9819,United States,US,True,strict,Entire home/apt,2005,614,123.0,1.0,0.0
Chic pad steps from Prospect Park,74982777047,UNCONFIRMED,Cam,Brooklyn,Prospect-Lefferts Gardens,40.66037,-73.95901,United States,US,True,strict,Entire home/apt,2013,552,110.0,2.0,7.0
Room in cozy Prime-Williamsburg Apt,63176821681,UNCONFIRMED,Ilinca,Brooklyn,Williamsburg,40.71326,-73.9542,United States,US,False,moderate,Private room,2015,52,10.0,10.0,0.0
"130/night, big and cozy, Brooklyn",13406587746,VERIFIED,Lary,Brooklyn,Gowanus,40.6798,-73.98231,United States,US,True,moderate,Entire home/apt,2018,304,61.0,1.0,4.0
Renovated & Spacious Chelsea Studio,51705912410,VERIFIED,Benjamin,Manhattan,Chelsea,40.73925,-74.0,United States,US,True,moderate,Entire home/apt,2010,752,150.0,3.0,94.0
BRIGHT & PRIVATE EAST VILLAGE STUDIO APARTMENT,16082647826,VERIFIED,Taylor,Manhattan,East Village,40.72528,-73.97882,United States,US,True,moderate,Entire home/apt,2019,93,19.0,4.0,38.0
1 bedroom in The East Village,75944013263,VERIFIED,Jennie,Manhattan,East Village,40.72361,-73.98395,United States,US,True,strict,Private room,2015,237,47.0,1.0,6.0
Stylish garden apartment,56876895160,VERIFIED,Gennadiy,Brooklyn,Bedford-Stuyvesant,40.68558,-73.9281,United States,US,False,moderate,Entire home/apt,2020,314,63.0,3.0,1.0
Apartment share - Private Bedroom,94515317104,UNCONFIRMED,Robert,Brooklyn,Carroll Gardens,40.67541,-73.99812,United States,US,True,flexible,Private room,2004,922,184.0,1.0,0.0
Prospect Heights BK Studio,346401963,UNCONFIRMED,Heidi,Brooklyn,Crown Heights,40.68073,-73.96369,United States,US,True,moderate,Entire home/apt,2018,360,72.0,2.0,15.0
Bushwick Artist Haven w Private Yard by JMZ subway,54060143485,VERIFIED,Blair,Brooklyn,Bushwick,40.69696,-73.93433,United States,US,True,flexible,Entire home/apt,2021,660,132.0,5.0,71.0
"Time Square, New York City Center. Quiet Oasis!",68676606887,UNCONFIRMED,Devin,Manhattan,Hell's Kitchen,40.75864,-73.99056,United States,US,False,moderate,Entire home/apt,2008,998,200.0,3.0,149.0
Spacious Chelsea Private Bedroom,71565063488,UNCONFIRMED,Drew,Manhattan,Chelsea,40.74582,-73.99472,United States,US,True,flexible,Private room,2006,654,131.0,1.0,0.0
Lovely 2-Bedroom Near Prospect Park,59141649622,VERIFIED,Natalie,Brooklyn,South Slope,40.66266,-73.98885,United States,US,True,flexible,Entire home/apt,2016,595,119.0,3.0,4.0
"Spacious, private UES room",86041152761,VERIFIED,Kaivan,Manhattan,Upper East Side,40.78235,-73.95058,United States,US,False,flexible,Private room,2020,600,120.0,25.0,4.0
PH With Big Terrace & City View!!!!,21408964944,VERIFIED,Miyako,Brooklyn,Williamsburg,40.71802,-73.95228,United States,US,False,strict,Entire home/apt,2022,100,20.0,1.0,1.0
Cozy Comfy Private Room,89757644223,UNCONFIRMED,William,Brooklyn,Bedford-Stuyvesant,40.69127,-73.93983,United States,US,False,flexible,Private room,2008,978,196.0,1.0,23.0
Balcony Oasis & Open View - 20 min to Manhattan,67030215717,VERIFIED,Nicole,Queens,Astoria,40.767,-73.93051,United States,US,False,strict,Entire home/apt,2011,710,142.0,4.0,1.0
NYC Lavish Studio Apartment Steps from SoHo!,54205940242,VERIFIED,Kara,Manhattan,Financial District,40.70862,-74.01408,United States,US,True,flexible,Entire home/apt,2022,381,76.0,30.0,3.0
urban cottage,98757975609,UNCONFIRMED,Rosalyn,Queens,Astoria,40.7573,-73.92773,United States,US,False,moderate,Private room,2003,897,179.0,1.0,0.0
Times Square luxury elevator doorman alcove studio,38417322329,UNCONFIRMED,Zachary,Manhattan,Hell's Kitchen,40.76432,-73.99396,United States,US,True,flexible,Entire home/apt,2014,901,180.0,4.0,19.0
Park Slope Loft,47572030734,VERIFIED,Michael & Katherine,Brooklyn,South Slope,40.66707,-73.98994,United States,US,False,flexible,Entire home/apt,2014,221,44.0,1.0,4.0
Lower Manhattan Studio Alcove Apt,85780412364,UNCONFIRMED,Jim,Manhattan,Financial District,40.70725,-74.01533,United States,US,True,flexible,Entire home/apt,2003,987,197.0,1.0,0.0
Artist's Loft,28897052339,VERIFIED,Nanda,Manhattan,East Village,40.72295,-73.98246,United States,US,True,strict,Entire home/apt,2003,605,121.0,4.0,4.0
Upper West Side Apt,27764178325,VERIFIED,Stacey,Manhattan,Upper West Side,40.7787,-73.98407,United States,US,False,moderate,Entire home/apt,2012,686,137.0,3.0,2.0
Massive Bedroom by Prospect Park,70222698511,VERIFIED,Thomas,Brooklyn,Flatbush,40.65036,-73.96306,United States,US,False,strict,Private room,2018,689,138.0,1.0,0.0
"Spacious, Cozy Upper East Side Apt",73591924591,VERIFIED,Lorrin,Manhattan,Upper East Side,40.77673,-73.95078,United States,US,True,moderate,Private room,2018,819,164.0,1.0,7.0
Modern & Renovated | Great Location,51239402586,VERIFIED,AFI Apartments,Manhattan,Upper East Side,40.77085,-73.95725,United States,US,False,moderate,Entire home/apt,2008,211,42.0,30.0,4.0
"3Bdr Artist Apt. (L,M,J,Z trains)",20174274954,UNCONFIRMED,Hui & Jon,Brooklyn,Bushwick,40.69593,-73.92057,United States,US,False,strict,Entire home/apt,2014,935,187.0,3.0,135.0
The big little room,35284529243,UNCONFIRMED,Kori,Brooklyn,Crown Heights,40.67804,-73.95411,United States,US,False,moderate,Private room,2007,862,172.0,1.0,1.0
The little big room,30568670158,VERIFIED,Kori,Brooklyn,Crown Heights,40.67628,-73.95422,United States,US,True,strict,Private room,2015,1056,211.0,1.0,1.0
Fully equiped room. TV AC,54587440314,VERIFIED,Ivan,Brooklyn,Bushwick,40.68949,-73.91191,United States,US,True,flexible,Private room,2012,674,135.0,5.0,0.0
Two bedroom with two fold out bed,46695148357,UNCONFIRMED,Damask,Manhattan,East Village,40.72682,-73.97845,United States,US,True,flexible,Entire home/apt,2005,391,78.0,1.0,0.0
"Charming cozy bedroom, Downtown",90158048912,VERIFIED,Monte,Manhattan,Battery Park City,40.71011,-74.01457,United States,US,False,strict,Private room,2005,362,72.0,2.0,31.0
Peaceful and Spacious Brooklyn Gem,21015035003,VERIFIED,Jenny,Brooklyn,Midwood,40.62467,-73.96406,United States,US,False,flexible,Entire home/apt,2003,1088,218.0,2.0,13.0
Modern Apartment in NOHO / SOHO,82999399906,UNCONFIRMED,Bobby,Manhattan,NoHo,40.7256,-73.99555,United States,US,False,strict,Private room,2010,888,178.0,1.0,3.0
Gorgeous 1 Bedroom in Bed-Stuy,89002546936,VERIFIED,Audra,Brooklyn,Bedford-Stuyvesant,40.68544,-73.93872,United States,US,False,flexible,Entire home/apt,2005,566,113.0,3.0,64.0
HUGE room in Sunset Park with AC,89759431224,VERIFIED,Caitlin,Brooklyn,Borough Park,40.64305,-73.99959,United States,US,False,moderate,Private room,2016,1061,212.0,2.0,1.0
Charming sunny studio - Boerum Hill,36343903349,VERIFIED,Caroline,Brooklyn,Boerum Hill,40.68852,-73.98697,United States,US,True,strict,Entire home/apt,2020,1018,204.0,5.0,12.0
Gorgeous 1BR w huge private terrace,52316388703,VERIFIED,Ted,Brooklyn,Bedford-Stuyvesant,40.69141,-73.934,United States,US,True,moderate,Entire home/apt,2012,931,186.0,4.0,54.0
"Great Room in Bushwick, Brooklyn!",89202575924,UNCONFIRMED,Justin,Brooklyn,Bushwick,40.70512,-73.92187,United States,US,False,flexible,Private room,2012,783,157.0,3.0,3.0
Prolonged Traveler's Dream( a month first & more),13700908382,UNCONFIRMED,Ikkyukim,Bronx,Hunts Point,40.81335,-73.8873,United States,US,True,flexible,Private room,2011,171,34.0,30.0,15.0
Nice & Sweat Apartment in Manhhatan,18187209531,VERIFIED,Alex,Manhattan,Harlem,40.8051,-73.95069,United States,US,True,flexible,Entire home/apt,2010,463,93.0,2.0,1.0
Prolonged Traveler's Dream (a month first & more),12352019011,UNCONFIRMED,Ikkyukim,Bronx,Hunts Point,40.81395,-73.88675,United States,US,False,moderate,Private room,2017,960,192.0,30.0,21.0
Cozy house in Sunnyside gardens,32418327473,UNCONFIRMED,Fatima Vélez,Queens,Sunnyside,40.74601,-73.9149,United States,US,True,moderate,Entire home/apt,2009,428,86.0,15.0,0.0
Beautiful and Convenient,18860334937,UNCONFIRMED,Mirlande,Manhattan,East Harlem,40.81211,-73.9378,United States,US,True,flexible,Private room,2009,312,62.0,3.0,134.0
Wild Flower Nice quiet space Queen size bed.,26740509474,VERIFIED,Philbert,Brooklyn,Flatbush,40.64935,-73.96485,United States,US,True,strict,Private room,2010,345,69.0,2.0,24.0
Great BIG Upper West Side Apartment,29689059381,UNCONFIRMED,Andrew,Manhattan,Upper West Side,40.8012,-73.96382,United States,US,False,strict,Private room,2006,539,108.0,3.0,9.0
2 BR modern apartment in historic Harlem,91490922281,VERIFIED,Mark,Manhattan,Harlem,40.81095,-73.9443,United States,US,False,flexible,Entire home/apt,2016,426,85.0,2.0,12.0
Cozy Small Bedroom w/Bathroom. Balcony & Open Bar.,21467067262,UNCONFIRMED,Keisher,Brooklyn,Bushwick,40.68496,-73.91107,United States,US,True,flexible,Private room,2022,901,180.0,14.0,15.0
Historic WoHo Townhouse,35175984171,VERIFIED,Rip,Manhattan,SoHo,40.72547,-74.01,United States,US,True,flexible,Private room,2012,1031,206.0,7.0,51.0
